name,site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
KY/090,Woodhouse Road,yes,,2018-11-01,,0.14,0,0,Cleared site with permission for 10,local-authority-eng:BRD,not owned by a public authority,2017-12-29,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7808280FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LY9CO5DH0DK00&activeTab=summary|https://planning.bradford.gov,permissioned,outline planning permission,POINT(-1.907231 53.856259),KY/090,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406174.3,439981.0,406223.65,440036.5,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/KY-090
KY/095,"Woodville Road, Spring Gardens Lane, Keighley",,,2018-11-01,,0.77,34,28,Residential nursing home with expired permission for change of use and extensions to provide 27 self contained retirement flats with shared facilities,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9105561REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KJJCQUDH06L00&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.914072 53.873851),KY/095,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405688.5,441926.25,405817.8,442006.5,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/KY-095
KY/096,"Elmwood Terrace, Bracken Bank, Keighley",yes,,2018-11-01,,0.11,0,0,Cleared site with full permission for terrace of 6 3 bedroomed homes,local-authority-eng:BRD,not owned by a public authority,2017-04-01,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KYLPRWDHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NV2TDLDHLT000&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,POINT(-1.92812 53.852662),KY/096,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=404803.2,439580.3,404850.35,439629.8,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/KY-096
KY/099,"James Street East, Keighley",,,2018-11-01,,0.22,11,9,Part of the site had permission in 2007 . Owners intentions are presently unknown,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J1VMDZDHJ2000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9701134FUL&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.904387 53.861145),KY/099,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406344.35,440510.1911,406422.8902,440585.2498,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/KY-099
KY/102,"St Pauls Rise, Keighley",,,2018-11-01,,0.25,10,7,Permission has expired on the site. Owners intentions are not known but the site remains undeveloped,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7704677OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7707781FUL&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,POINT(-1.9022 53.862982),KY/102,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406496.6732,440710.1,406559.25,440797.0998,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/KY-102
KY/119,"West Lane, Keighley",,,2018-11-01,,0.42,19,15,Owner intentions are unknown at present and the site could be used for alternative development,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7905691FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JQH4PHDH8O000&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.917062 53.866609),KY/119,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405510.9098,441121.6,405592.1368,441203.2573,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/KY-119
KY/125,Former Branshaw Special School - Nashville Street,yes,,2018-11-01,,0.51,23,19,Site has development potential for re use as residential. The landowners are taking steps to bring this site forward,local-authority-eng:BRD,owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0202186REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7505739FUL&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,POINT(-1.919469 53.863262),KY/125,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405357.896,440722.804,405431.978,440845.681,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/KY-125
KY/136,Former Site Of Ingrow Corn Former Site of Corn Mill Ingrow Lane Keighley,yes,,2018-11-01,,0.13,0,0,Site with permission for 6 houses and 3 flats,local-authority-eng:BRD,,2017-04-29,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0301608OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7603545REN&activeTab=summary|https://planning.bradford.gov.uk,permissioned,outline planning permission,POINT(-1.920808 53.854522),KY/136,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405271.05,439774.6,405339.65,439837.1,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/KY-136
KY/138,Worthville Farm Keighley,,,2018-11-01,,0.22,0,0,"Site with expired permission, the owners immediate intentions are not known",local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8906796FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7803737FUL&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,POINT(-1.904872 53.858446),KY/138,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406337.2,440214.0,406372.2,440289.45,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/KY-138
KY/139,"Scrap Yard Castle Mills Becks Road, Keighley Keighley",yes,,2018-11-01,,1.35,0,0,Site with outline permission for 66 units and reserved matters approval for 37 of these units,local-authority-eng:BRD,not owned by a public authority,2017-10-20,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9206818FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7605830FUL&activeTab=summary|https://planning.bradford.gov.uk,permissioned,reserved matters approval,POINT(-1.923777 53.864256),KY/139,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405014.55,440844.75,405231.15,440939.35,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/KY-139
KY/153,East Parade Keighley,yes,,2018-11-01,,0.02,0,0,"Demolition of existing buildings and reconstruction to form 3 retail shops at ground floor level, with first floor and second floor extensions forming 5 self contained apartments",local-authority-eng:BRD,not owned by a public authority,2015-06-04,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8400728FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NMSFP5DHLT000&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.903929 53.867204),KY/153,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406404.39,441215.06,406426.95,441235.5,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/KY-153
KY/155,Victoria Hotel Cavendish Street Keighley,yes,,2018-11-01,,0.04,0,0,Conversion of existing public house/hotel into 4 retail units on the ground floor with associated external changes and the creation of 9 self-contained units,local-authority-eng:BRD,not owned by a public authority,2015-07-22,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NMSFP5DHLT000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9403664COU&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.903834 53.867354),KY/155,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406403.3,441231.6,406438.3,441253.5,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/KY-155
KY/158,Bradford Road Bronte Street,,,2018-11-01,,0.21,11,9,Former car sales showroom and forecourt- currently unused between homes and restaurant PH,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7801600FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JCZS6VDHL6000&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.897191 53.871971),KY/158,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406825.3,441727.45,406890.5,441798.4,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/KY-158
KY/162,113-17 Dalton Lane,yes,,2018-11-01,,0.02,0,0,Site with permission for 5 flats,local-authority-eng:BRD,not owned by a public authority,2017-07-04,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OEVXN8DHJVM00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=ORJN8HDHKI400&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,POINT(-1.898617 53.868438),KY/162,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406756.003,441355.153,406773.3007,441370.8779,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/KY-162
KY/167,Grange Street,,,2018-11-01,,0.34,33,17,Vacant site with remnants of former use in a predominantly residential area,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9203000COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0202513COU&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,POINT(-1.902866 53.871405),KY/167,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406419.05,441658.45,406538.901,441725.1104,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/KY-167
KY/169,Halifax Rd,yes,,2018-11-01,,0.08,0,0,Site permission for 7 terraced homes,local-authority-eng:BRD,not owned by a public authority,2017-10-20,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LHC5B9DHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7604781COU&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.918095 53.851089),KY/169,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405472.6311,439409.65,405499.2495,439455.7571,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/KY-169
KY/170,10 Church Street,yes,,2018-11-01,,0.04,0,0,Buildings with conversion permission to 5 apartments,local-authority-eng:BRD,not owned by a public authority,2017-01-14,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JYEF6NDHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=M16WJIDHC1000&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,POINT(-1.910186 53.865326),KY/170,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405987.7,441004.7,406026.35,441025.85,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/KY-170
KY/171,"Springfield Mills, Oakworth Road",yes,,2018-11-01,,0.07,0,0,buildings with conversion permission to 14 apartments,local-authority-eng:BRD,not owned by a public authority,2017-07-05,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JRG0UJDH02V00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9204976FUL&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.914576 53.86446),KY/171,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405701.7133,440898.653,405735.6,440935.1771,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/KY-171
KY/172,Parson Street,yes,,2018-11-01,,0.49,22,18,Underused buildings in an area suitable for residential redevelopment,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0103870COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9105562FUL&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,POINT(-1.901416 53.871947),KY/172,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406526.11,441712.5503,406633.4482,441794.3987,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/KY-172
ME/020,Otley Road,,,2018-11-01,,0.81,0,0,Former pub with pending application for retirement apartments,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=HJJZ0SDHV3000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8807098FUL&activeTab=summary|https://planning.bradford.gov,pending decision,,POINT(-1.730506 53.886866),ME/020,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417768.47,443392.16,417856.47,443496.83,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/ME-020
NE/009,"Romanby Shaw, Ravenscliffe",yes,,2018-11-01,,1.55,0,0,Erection of 47 residential units with associated parking and landscaping,local-authority-eng:BRD,owned by a public authority,2018-02-14,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IN84P3DHV6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7505651FUL&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.712493 53.827575),NE/009,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418967.3864,436760.1873,419096.1956,436941.6375,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NE-009
NE/013A,"Westfield Lane, Wrose",yes,,2018-11-01,,0.97,44,36,The site had planning permission for 47 units in 2013 which has now expired. The owner is understood to be looking at bringing the site forward,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8907463FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9701340FUL&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,POINT(-1.744678 53.829986),NE/013A,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416831.6,437050.005,416983.053,437178.2237,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NE-013A
NE/014,"Fagley Croft, Fagley",yes,,2018-11-01,,0.38,0,0,Site with permission for 8 detached homes,local-authority-eng:BRD,not owned by a public authority,2018-05-30,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0301642REM&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0100492OUT&activeTab=summary|https://planning.bradford.gov.uk,permissioned,full planning permission,POINT(-1.717405 53.807805),NE/014,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418664.55,434608.5998,418758.1,434690.3498,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NE-014
NE/015A,"Harrogate Road, Greengates",yes,,2018-11-01,,0.25,0,0,Site with permission for 28 apartments,local-authority-eng:BRD,not owned by a public authority,2018-02-27,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KLN2NQDH02100&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7806071OUT&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.707276 53.835466),NE/015A,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419314.401,437702.3975,419407.0521,437756.3927,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NE-015A
NE/035,"Barkerend Mill, Barkerend Road, Barkerend",,,2018-11-01,,1.1,247,99,Substantial listed mill suitable for conversion. There has been some recent interest in the site,local-authority-eng:BRD,mixed ownership,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J9YRDTDH8O000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7701346REN&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.737363 53.796233),NE/035,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417319.6868,433288.34,417485.76,433419.47,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NE-035
NE/046,"Arthur Street, Idle",,,2018-11-01,,0.97,43,36,Detailed applications have so far been refused.,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9501746FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OGFAN8DHKSQ00&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.729201 53.828021),NE/046,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417796.28,436852.25,418005.7998,436936.1989,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NE-046
NE/064,"Victoria Road, Eccleshill",yes,,2018-11-01,,0.5,23,19,,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IFYM3GDHY8000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0000135FUL&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.721429 53.817869),NE/064,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418381.35,435737.0,418495.1561,435797.6,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/NE-064
NE/090,"55 Joseph Street, Barkerend",,,2018-11-01,,0.2,20,10,A small site but which could accommodate a medim/high density scheme but also has development potential for employment uses. The owners intentions however are not presently known,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0300173ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J13NVLDH4A000&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.741225 53.793273),NE/090,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417110.9375,433004.7498,417183.4063,433054.9998,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NE-090
NE/102,"Croft Street, Idle",,,2018-11-01,,0.27,14,11,Site where permission for 9 houses and 7 flats has expired. The owners current intentions are not known but the site remains suitable for residential redevelopment,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8701184EXT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8607383DUMMY&activeTab=summary|https://planning.bradford.gov.,not permissioned,,POINT(-1.726895 53.83492),NE/102,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418029.1222,437633.15,418106.6,437700.75,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NE-102
NE/111,"Folkestone Street, Bradford Moor",yes,,2018-11-01,,0.07,0,0,Former garage site with detailed permission for 8 units,local-authority-eng:BRD,not owned by a public authority,2016-04-14,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9600537OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LCE8R8DH0I700&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.727523 53.795899),NE/111,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418024.6,433307.4,418065.9869,433335.2353,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NE-111
NE/113,"Steadman Street, Whitehead Street, Barkerend",,,2018-11-01,,0.4,18,15,The site is vacant and is not being used but it has had planning permission for residential previously but the owners intentions are not currently known,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JBYZZDDHV6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7404184COU&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.730805 53.792823),NE/113,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417784.0195,432938.0819,417868.91,433017.6256,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NE-113
NE/123,"Rimswell Holt, Ravenscliffe",,,2018-11-01,,0.22,9,6,"Cleared site formerly RC church, opposite and adjacent residential identified from survey. The owners current intentions are not know but the site could accommodate at least 6 homes",local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KHBEKUDHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JK6YHLDH7B000&activeTab=summary|https://planning.bradford.,not permissioned,,POINT(-1.709018 53.824887),NE/123,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419216.3,436523.6,419279.9,436585.05,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NE-123
NE/134,196 - 198 Barkerend Road - Bradford,yes,,2018-11-01,,0.04,0,0,"Change of use from public house with existing living accommodation above to eight self-contained flats, with enlargement and alterations to rear extension and dormer windows to front and rear. Further permission granted in February 2017 to add an addtion",local-authority-eng:BRD,not owned by a public authority,2015-08-10,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0001924COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NSLUR4DH0IO00&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.739581 53.796512),NE/134,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417240.678,433375.03,417265.86,433402.2,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NE-134
NE/147,"Thackley Grange, Thackley",yes,,2018-11-01,,0.54,0,0,Permission for 14 family homes,local-authority-eng:BRD,not owned by a public authority,2018-02-16,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7605950FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PCVZ0WDH0LY00&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.733248 53.841239),NE/147,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417610.5344,438326.1439,417687.6,438403.5,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NE-147
NE/153,114 Undercliffe Road,yes,,2018-11-01,,0.19,0,0,Detailed residential permissionfor 7 units,local-authority-eng:BRD,not owned by a public authority,2018-01-18,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8501550OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8606927NEW&activeTab=summary|https://planning.bradford.gov.uk,permissioned,full planning permission,POINT(-1.73211 53.815158),NE/153,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417709.1,435430.43,417778.8,435501.2,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NE-153
NE/161,"Former Fire Station, Highfield Road, Idle",yes,,2018-11-01,,0.27,0,0,Site with permission for 11 units,local-authority-eng:BRD,not owned by a public authority,2016-04-07,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9900127FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=N1YTI3DHLT000&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.737027 53.828686),NE/161,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417370.14,436933.15,417442.95,437002.35,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NE-161
NE/162,"Stockhill Road, Idle",yes,,2018-11-01,,0.21,0,0,Site with permission for 8,local-authority-eng:BRD,not owned by a public authority,2017-12-14,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9502304COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7900719COU&activeTab=summary|https://planning.bradford.gov.uk,permissioned,full planning permission,POINT(-1.715428 53.833078),NE/162,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418794.55,437424.9,418858.8,437496.6,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/NE-162
NE/163,"Site of Ashfield Mills, Ashfield Rd, Idle",yes,,2018-11-01,,0.88,0,0,Mill site with redevelopment permission for 35 family homes,local-authority-eng:BRD,not owned by a public authority,2017-10-02,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7403739FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8800279REM&activeTab=summary|https://planning.bradford.gov.uk,permissioned,outline planning permission,POINT(-1.727577 53.84022),NE/163,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417965.75,438206.8,418098.8,438310.15,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/NE-163
NE/166,"Greenfield Avenue, Windhill",yes,,2018-11-01,,0.17,0,0,Former offices with redevelopment permission,local-authority-eng:BRD,,2017-11-11,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OU3ULQDHMB800&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MFE0B7DH0DX00&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,POINT(-1.764579 53.8234),NE/166,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415558.75,436352.8629,415629.05,436406.05,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/NE-166
NE/170,"Peel Park Hotel, Otley Rd",yes,,2018-11-01,,0.08,0,0,Former pub with conversion permission to 5 apartments,local-authority-eng:BRD,not owned by a public authority,2018-03-20,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LBF5SGDH0DX00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J9G6C6DH8O000&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,POINT(-1.741885 53.805522),NE/170,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417075.44,434363.53,417118.0,434404.9,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/NE-170
